fight_id,ufcstats_id,round,fighter_round_knockdowns,fighter_round_sig_strikes_landed,fighter_round_sig_strikes_attempted,fighter_round_sig_strike_percentage,fighter_round_strikes_landed,fighter_round_strikes_attempted,fighter_round_strike_percentage,fighter_round_takedowns,fighter_round_takedowns_attempted,fighter_round_takedowns_percentage,fighter_round_submission_attempts,fighter_round_reversals,fighter_round_control,fighter_round_sig_strikes_head_landed,fighter_round_sig_strikes_head_attempts,fighter_round_sig_strikes_head_percentage,fighter_round_sig_strikes_body_landed,fighter_round_sig_strikes_body_attempts,fighter_round_sig_strikes_body_percentage,fighter_round_sig_strikes_leg_landed,fighter_round_sig_strikes_leg_attempts,fighter_round_sig_strikes_leg_percentage,fighter_round_sig_strikes_distance_landed,fighter_round_sig_strikes_distance_attempts,fighter_round_sig_strikes_distance_percentage,fighter_round_sig_strikes_clinch_landed,fighter_round_sig_strikes_clinch_attempts,fighter_round_sig_strikes_clinch_percentage,fighter_round_sig_strikes_ground_landed,fighter_round_sig_strikes_ground_attempts,fighter_round_sig_strikes_ground_percentage
380242601a2c5991,35673bf5204524ee,1,0,2,6,33,17,24,70,1,1,100,0,0,120,1,5,20,1,1,100,0,0,0,0,4,0,2,2,100,0,0,0
380242601a2c5991,35673bf5204524ee,2,0,6,15,40,7,16,43,0,0,0,0,0,24,1,8,12,3,4,75,2,3,66,3,10,30,3,5,60,0,0,0
380242601a2c5991,d549cefc7c54ab78,1,0,5,10,50,43,49,87,0,2,0,0,0,112,2,7,28,3,3,100,0,0,0,1,5,20,4,5,80,0,0,0
380242601a2c5991,d549cefc7c54ab78,2,1,17,22,77,48,55,87,0,1,0,0,0,17,7,11,63,10,11,90,0,0,0,6,10,60,11,12,91,0,0,0
38094db8e3539cba,866fd7b1a6c90e7f,1,0,4,6,66,6,8,75,0,0,0,0,0,0,0,0,0,2,3,66,2,3,66,4,6,66,0,0,0,0,0,0
38094db8e3539cba,a93f94c923c3a9cb,1,0,9,14,64,14,19,73,0,0,0,0,0,38,3,8,37,2,2,100,4,4,100,8,13,61,1,1,100,0,0,0
3812b265afd78186,2844b047183a1adb,1,0,16,29,55,21,34,61,0,1,0,0,1,134,13,26,50,3,3,100,0,0,0,7,16,43,7,11,63,2,2,100
3812b265afd78186,2844b047183a1adb,2,0,23,57,40,26,60,43,0,0,0,0,0,22,19,52,36,4,5,80,0,0,0,20,46,43,3,11,27,0,0,0
3812b265afd78186,2844b047183a1adb,3,0,13,26,50,19,33,57,1,2,50,0,1,131,11,24,45,2,2,100,0,0,0,9,21,42,2,2,100,2,3,66
3812b265afd78186,b93c06d09d1c4ac0,1,0,13,31,41,21,40,52,1,3,33,0,0,78,2,18,11,5,7,71,6,6,100,10,25,40,3,6,50,0,0,0
3812b265afd78186,b93c06d09d1c4ac0,2,0,14,41,34,20,47,42,3,3,100,0,0,150,8,34,23,3,4,75,3,3,100,11,38,28,3,3,100,0,0,0
3812b265afd78186,b93c06d09d1c4ac0,3,0,7,13,53,16,22,72,0,2,0,1,0,81,5,11,45,1,1,100,1,1,100,6,12,50,1,1,100,0,0,0
38248c5d13f273e6,a9da3158dd2c2b5a,1,0,32,56,57,32,56,57,0,0,0,0,0,0,14,33,42,11,16,68,7,7,100,29,52,55,3,4,75,0,0,0
38248c5d13f273e6,a9da3158dd2c2b5a,2,0,29,42,69,29,43,67,1,3,33,0,0,64,12,25,48,5,5,100,12,12,100,28,41,68,1,1,100,0,0,0
38248c5d13f273e6,a9da3158dd2c2b5a,3,0,4,11,36,12,24,50,2,3,66,1,0,174,3,10,30,0,0,0,1,1,100,1,2,50,0,0,0,3,9,33
38248c5d13f273e6,c5ccd878231c5407,1,0,16,43,37,16,43,37,0,1,0,0,0,2,11,34,32,4,8,50,1,1,100,16,43,37,0,0,0,0,0,0
38248c5d13f273e6,c5ccd878231c5407,2,0,20,58,34,30,68,44,0,2,0,0,0,25,18,52,34,2,6,33,0,0,0,20,57,35,0,1,0,0,0,0
38248c5d13f273e6,c5ccd878231c5407,3,0,7,12,58,22,31,70,0,1,0,0,1,72,7,12,58,0,0,0,0,0,0,2,6,33,0,0,0,5,6,83
385101e8ad828c39,79325a3c1a5c3bf4,1,0,3,10,30,11,18,61,2,7,28,0,0,239,3,6,50,0,2,0,0,2,0,0,4,0,2,5,40,1,1,100
385101e8ad828c39,79325a3c1a5c3bf4,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
385101e8ad828c39,e5549c82bfb5582d,1,0,9,14,64,23,29,79,0,0,0,0,0,0,2,6,33,5,6,83,2,2,100,3,7,42,6,7,85,0,0,0
385101e8ad828c39,e5549c82bfb5582d,2,1,2,4,50,2,4,50,0,0,0,0,0,4,2,4,50,0,0,0,0,0,0,1,2,50,0,0,0,1,2,50
388adad23aaa9d39,887961364be5ceb3,1,0,38,71,53,38,71,53,0,0,0,0,0,0,28,60,46,5,6,83,5,5,100,38,71,53,0,0,0,0,0,0
388adad23aaa9d39,887961364be5ceb3,2,0,71,141,50,71,141,50,0,0,0,0,0,0,57,127,44,11,11,100,3,3,100,71,141,50,0,0,0,0,0,0
388adad23aaa9d39,887961364be5ceb3,3,0,79,143,55,79,143,55,0,1,0,0,0,0,67,126,53,10,15,66,2,2,100,79,143,55,0,0,0,0,0,0
388adad23aaa9d39,b7b84ccd221be298,1,0,17,51,33,17,51,33,0,0,0,0,0,0,9,37,24,7,10,70,1,4,25,17,51,33,0,0,0,0,0,0
388adad23aaa9d39,b7b84ccd221be298,2,0,38,72,52,38,72,52,0,0,0,0,0,0,25,56,44,11,13,84,2,3,66,38,72,52,0,0,0,0,0,0
388adad23aaa9d39,b7b84ccd221be298,3,0,21,70,30,21,70,30,0,0,0,0,0,0,14,57,24,3,7,42,4,6,66,21,70,30,0,0,0,0,0,0
38901948cff43ff9,60a42bf82447c919,1,0,7,37,18,9,39,23,0,0,0,1,0,0,2,28,7,5,8,62,0,1,0,4,33,12,3,4,75,0,0,0
38901948cff43ff9,60a42bf82447c919,2,0,12,22,54,27,40,67,0,1,0,2,1,121,4,11,36,5,8,62,3,3,100,12,19,63,0,3,0,0,0,0
38901948cff43ff9,60a42bf82447c919,3,0,7,24,29,9,27,33,0,2,0,0,0,3,6,22,27,0,0,0,1,2,50,7,24,29,0,0,0,0,0,0
38901948cff43ff9,7f6ed67d3ed3c036,1,0,12,30,40,12,32,37,3,4,75,0,0,168,6,22,27,5,6,83,1,2,50,10,26,38,1,1,100,1,3,33
38901948cff43ff9,7f6ed67d3ed3c036,2,0,11,24,45,18,35,51,1,2,50,1,0,114,10,22,45,0,1,0,1,1,100,7,14,50,0,0,0,4,10,40
38901948cff43ff9,7f6ed67d3ed3c036,3,0,15,31,48,33,55,60,0,0,0,0,0,163,7,22,31,4,4,100,4,5,80,13,27,48,0,0,0,2,4,50
38957d8eb185391c,70d2329a92864fdb,1,0,28,75,37,28,75,37,0,0,0,0,0,7,15,54,27,8,12,66,5,9,55,27,74,36,1,1,100,0,0,0
38957d8eb185391c,70d2329a92864fdb,2,0,28,69,40,28,69,40,0,0,0,0,0,23,17,49,34,4,7,57,7,13,53,28,69,40,0,0,0,0,0,0
38957d8eb185391c,70d2329a92864fdb,3,0,6,15,40,7,17,41,0,0,0,0,0,5,3,10,30,1,3,33,2,2,100,6,15,40,0,0,0,0,0,0
38957d8eb185391c,a08ddd04eaffd81d,1,0,53,86,61,56,89,62,0,0,0,0,0,0,28,58,48,18,21,85,7,7,100,51,84,60,2,2,100,0,0,0
38957d8eb185391c,a08ddd04eaffd81d,2,0,29,57,50,30,58,51,0,0,0,0,0,0,14,34,41,9,16,56,6,7,85,29,57,50,0,0,0,0,0,0
38957d8eb185391c,a08ddd04eaffd81d,3,1,11,21,52,13,23,56,0,0,0,1,0,5,6,15,40,5,6,83,0,0,0,11,21,52,0,0,0,0,0,0
38abefbf24624a35,b12fc8a41e82d3a2,1,0,19,41,46,19,41,46,0,0,0,0,0,12,17,39,43,2,2,100,0,0,0,18,39,46,1,2,50,0,0,0
38abefbf24624a35,b12fc8a41e82d3a2,2,0,13,41,31,39,68,57,0,1,0,0,0,62,9,34,26,4,7,57,0,0,0,12,38,31,1,3,33,0,0,0
38abefbf24624a35,b12fc8a41e82d3a2,3,0,23,42,54,27,46,58,0,0,0,0,0,7,19,38,50,3,3,100,1,1,100,21,40,52,2,2,100,0,0,0
38abefbf24624a35,f57dd0bfa8c17813,1,0,23,60,38,23,60,38,0,1,0,0,0,47,10,46,21,3,3,100,10,11,90,21,53,39,2,7,28,0,0,0
38abefbf24624a35,f57dd0bfa8c17813,2,0,31,58,53,32,59,54,0,2,0,0,0,38,18,44,40,7,8,87,6,6,100,22,48,45,9,10,90,0,0,0
38abefbf24624a35,f57dd0bfa8c17813,3,0,12,49,24,13,50,26,0,4,0,0,0,28,6,41,14,3,3,100,3,5,60,10,44,22,2,5,40,0,0,0
38b6ef176439c39b,12ebd7d157e91701,1,0,10,26,38,19,38,50,0,0,0,0,0,0,5,17,29,3,6,50,2,3,66,9,25,36,1,1,100,0,0,0
38b6ef176439c39b,12ebd7d157e91701,2,0,12,41,29,12,41,29,0,0,0,0,0,0,8,32,25,2,7,28,2,2,100,12,41,29,0,0,0,0,0,0
38b6ef176439c39b,12ebd7d157e91701,3,0,7,14,50,7,14,50,0,0,0,0,0,1,4,11,36,1,1,100,2,2,100,6,13,46,1,1,100,0,0,0
38b6ef176439c39b,6ac9bc2953c47345,1,0,12,38,31,20,52,38,1,1,100,0,0,115,8,33,24,2,2,100,2,3,66,6,25,24,0,0,0,6,13,46
38b6ef176439c39b,6ac9bc2953c47345,2,0,19,51,37,19,51,37,0,2,0,0,0,3,8,38,21,6,8,75,5,5,100,19,50,38,0,0,0,0,1,0
38b6ef176439c39b,6ac9bc2953c47345,3,1,15,25,60,22,33,66,0,3,0,1,0,14,12,21,57,1,2,50,2,2,100,11,20,55,0,0,0,4,5,80
38d6c2538ce6ec4c,325ad0dd9126d3df,1,2,22,44,50,23,45,51,0,0,0,0,0,8,21,41,51,1,3,33,0,0,0,19,36,52,0,1,0,3,7,42
38d6c2538ce6ec4c,98e946879ba20c0f,1,0,12,22,54,16,26,61,0,1,0,0,0,43,4,13,30,7,8,87,1,1,100,11,21,52,1,1,100,0,0,0
38f1c83c19e99fa2,88be62d6c1e6dadb,1,0,19,44,43,19,44,43,0,0,0,0,0,0,3,19,15,2,6,33,14,19,73,19,44,43,0,0,0,0,0,0
38f1c83c19e99fa2,88be62d6c1e6dadb,2,0,20,60,33,29,70,41,0,0,0,1,0,33,7,29,24,6,20,30,7,11,63,19,58,32,1,2,50,0,0,0
38f1c83c19e99fa2,88be62d6c1e6dadb,3,0,11,54,20,11,54,20,0,1,0,0,0,3,3,30,10,5,14,35,3,10,30,11,54,20,0,0,0,0,0,0
38f1c83c19e99fa2,bb2c3c3a466224af,1,0,21,45,46,21,45,46,0,0,0,0,0,0,6,21,28,4,10,40,11,14,78,21,45,46,0,0,0,0,0,0
38f1c83c19e99fa2,bb2c3c3a466224af,2,0,18,46,39,18,46,39,0,2,0,0,0,0,9,28,32,7,11,63,2,7,28,17,45,37,1,1,100,0,0,0
38f1c83c19e99fa2,bb2c3c3a466224af,3,0,12,35,34,12,35,34,0,0,0,0,0,0,9,25,36,1,7,14,2,3,66,12,34,35,0,1,0,0,0,0
3901d9cdbb0949bc,06f36cf4bd97ec77,1,0,21,37,56,26,42,61,0,0,0,0,0,68,10,23,43,5,7,71,6,7,85,12,24,50,9,13,69,0,0,0
3901d9cdbb0949bc,06f36cf4bd97ec77,2,0,18,32,56,23,37,62,1,2,50,0,0,89,4,15,26,10,13,76,4,4,100,7,16,43,11,15,73,0,1,0
3901d9cdbb0949bc,06f36cf4bd97ec77,3,0,1,4,25,2,5,40,1,2,50,1,1,92,0,3,0,1,1,100,0,0,0,0,3,0,1,1,100,0,0,0
3901d9cdbb0949bc,18b602842a24f7c5,1,0,31,49,63,38,56,67,0,0,0,0,0,41,9,18,50,9,15,60,13,16,81,20,36,55,11,13,84,0,0,0
3901d9cdbb0949bc,18b602842a24f7c5,2,2,24,31,77,37,44,84,0,1,0,0,0,102,7,13,53,15,16,93,2,2,100,12,16,75,10,10,100,2,5,40
3901d9cdbb0949bc,18b602842a24f7c5,3,0,34,44,77,39,49,79,0,0,0,0,0,53,26,35,74,6,6,100,2,3,66,2,3,66,27,32,84,5,9,55
390694c179f05c7f,78e501478a36a018,1,0,5,10,50,5,10,50,0,0,0,0,0,0,3,8,37,0,0,0,2,2,100,5,10,50,0,0,0,0,0,0
390694c179f05c7f,af9f42e6894047fc,1,1,6,13,46,6,13,46,0,0,0,0,0,4,5,11,45,0,0,0,1,2,50,3,9,33,0,0,0,3,4,75
393f9bc7b51791a6,64facb6cc564262d,1,0,42,59,71,54,80,67,2,2,100,0,0,87,40,56,71,1,2,50,1,1,100,1,5,20,5,5,100,36,49,73
393f9bc7b51791a6,64facb6cc564262d,2,0,49,59,83,93,111,83,2,2,100,0,0,286,43,52,82,5,6,83,1,1,100,1,1,100,0,0,0,48,58,82
393f9bc7b51791a6,64facb6cc564262d,3,0,53,57,92,184,203,90,1,2,50,0,0,285,46,50,92,7,7,100,0,0,0,1,1,100,0,0,0,52,56,92
393f9bc7b51791a6,82d4c957649faf9b,1,0,5,9,55,11,17,64,0,2,0,3,0,47,0,1,0,5,6,83,0,2,0,3,6,50,2,3,66,0,0,0
393f9bc7b51791a6,82d4c957649faf9b,2,0,1,2,50,3,6,50,0,0,0,0,0,0,0,0,0,1,2,50,0,0,0,1,2,50,0,0,0,0,0,0
393f9bc7b51791a6,82d4c957649faf9b,3,0,1,1,100,8,10,80,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,1,1,100,0,0,0,0,0,0
39417b7d07c2fd83,9c442aaf149ea982,1,0,2,7,28,82,88,93,0,0,0,0,0,9,1,5,20,0,0,0,1,2,50,2,7,28,0,0,0,0,0,0
39417b7d07c2fd83,9c442aaf149ea982,2,0,20,28,71,64,76,84,0,0,0,0,0,101,13,18,72,7,8,87,0,2,0,10,17,58,1,2,50,9,9,100
39417b7d07c2fd83,9c442aaf149ea982,3,0,7,14,50,12,19,63,0,1,0,0,0,0,2,8,25,2,3,66,3,3,100,7,14,50,0,0,0,0,0,0
39417b7d07c2fd83,fc0a4053eb8a3a59,1,0,6,9,66,25,28,89,2,2,100,0,0,273,5,8,62,1,1,100,0,0,0,4,7,57,0,0,0,2,2,100
39417b7d07c2fd83,fc0a4053eb8a3a59,2,0,6,14,42,10,18,55,1,6,16,0,0,155,5,13,38,1,1,100,0,0,0,1,9,11,1,1,100,4,4,100
39417b7d07c2fd83,fc0a4053eb8a3a59,3,0,8,15,53,15,22,68,1,1,100,1,0,130,8,14,57,0,1,0,0,0,0,3,10,30,1,1,100,4,4,100
394802bb096b403e,009341ed974bad72,1,0,45,81,55,45,81,55,0,0,0,0,0,0,36,71,50,9,10,90,0,0,0,44,79,55,1,2,50,0,0,0
394802bb096b403e,009341ed974bad72,2,1,32,55,58,33,56,58,1,1,100,0,0,95,25,48,52,7,7,100,0,0,0,26,43,60,0,0,0,6,12,50
394802bb096b403e,2e19380f34871c6a,1,0,39,66,59,39,66,59,1,1,100,0,0,29,25,51,49,12,13,92,2,2,100,39,66,59,0,0,0,0,0,0
394802bb096b403e,2e19380f34871c6a,2,0,24,42,57,29,48,60,0,0,0,1,0,0,14,30,46,9,11,81,1,1,100,18,34,52,1,1,100,5,7,71
394ae51820bedd4c,50db8711c70196cd,1,0,9,19,47,9,19,47,0,0,0,0,0,0,2,7,28,6,8,75,1,4,25,9,19,47,0,0,0,0,0,0
394ae51820bedd4c,50db8711c70196cd,2,1,13,27,48,16,31,51,0,0,0,0,0,22,6,20,30,6,6,100,1,1,100,10,23,43,3,4,75,0,0,0
394ae51820bedd4c,50db8711c70196cd,3,0,20,36,55,21,37,56,0,0,0,0,0,0,19,35,54,1,1,100,0,0,0,14,28,50,6,8,75,0,0,0
394ae51820bedd4c,bd58d34e39b7b12a,1,0,7,14,50,18,26,69,1,1,100,0,0,95,3,10,30,4,4,100,0,0,0,5,12,41,0,0,0,2,2,100
394ae51820bedd4c,bd58d34e39b7b12a,2,0,19,41,46,24,47,51,0,2,0,0,0,90,13,35,37,5,5,100,1,1,100,13,30,43,6,11,54,0,0,0
394ae51820bedd4c,bd58d34e39b7b12a,3,0,30,55,54,44,69,63,0,0,0,0,0,164,21,44,47,6,8,75,3,3,100,22,37,59,8,18,44,0,0,0
394b0347b0438622,23024fdfc966410a,1,0,18,42,42,29,53,54,0,0,0,0,0,0,11,34,32,5,5,100,2,3,66,14,38,36,1,1,100,3,3,100
394b0347b0438622,23024fdfc966410a,2,0,56,90,62,63,98,64,0,3,0,0,0,2,45,76,59,7,9,77,4,5,80,43,75,57,5,6,83,8,9,88
394b0347b0438622,23024fdfc966410a,3,0,45,68,66,49,72,68,0,2,0,0,0,4,33,56,58,10,10,100,2,2,100,42,65,64,3,3,100,0,0,0
394b0347b0438622,767755fd74662dbf,1,1,27,54,50,39,66,59,1,2,50,0,0,104,15,40,37,7,9,77,5,5,100,13,31,41,4,4,100,10,19,52
394b0347b0438622,767755fd74662dbf,2,0,37,75,49,41,79,51,1,1,100,0,0,10,29,64,45,4,7,57,4,4,100,36,72,50,1,3,33,0,0,0
394b0347b0438622,767755fd74662dbf,3,0,44,94,46,44,94,46,0,0,0,0,0,29,40,87,45,3,6,50,1,1,100,38,88,43,6,6,100,0,0,0
397ace87deeb8697,279566840aa55bf2,1,0,40,57,70,52,69,75,1,1,100,0,0,99,27,42,64,11,12,91,2,3,66,16,28,57,12,17,70,12,12,100
397ace87deeb8697,279566840aa55bf2,2,0,40,60,66,40,60,66,0,1,0,0,0,4,27,45,60,9,10,90,4,5,80,36,52,69,4,8,50,0,0,0
397ace87deeb8697,279566840aa55bf2,3,0,41,54,75,41,54,75,0,0,0,0,0,3,24,35,68,9,11,81,8,8,100,36,49,73,4,4,100,1,1,100
397ace87deeb8697,d3df1add9d9a7efb,1,0,15,26,57,16,27,59,0,1,0,0,1,37,13,24,54,1,1,100,1,1,100,6,13,46,0,1,0,9,12,75
397ace87deeb8697,d3df1add9d9a7efb,2,0,6,13,46,6,13,46,0,1,0,0,0,0,5,11,45,0,1,0,1,1,100,5,12,41,1,1,100,0,0,0
397ace87deeb8697,d3df1add9d9a7efb,3,1,18,31,58,18,31,58,0,0,0,0,0,5,13,26,50,5,5,100,0,0,0,10,22,45,0,1,0,8,8,100
397dd9a8694ef413,33efaf2d0941cfcf,1,1,17,24,70,17,24,70,0,0,0,0,0,2,12,19,63,2,2,100,3,3,100,16,23,69,0,0,0,1,1,100
397dd9a8694ef413,87e2468b986ebb79,1,0,19,31,61,19,31,61,0,0,0,0,0,0,9,19,47,4,6,66,6,6,100,19,31,61,0,0,0,0,0,0
398db40015b3c81c,082eba4cd80f736f,1,0,7,17,41,9,19,47,0,1,0,0,0,0,2,7,28,4,7,57,1,3,33,4,14,28,3,3,100,0,0,0
398db40015b3c81c,082eba4cd80f736f,2,0,8,24,33,12,28,42,0,1,0,0,0,14,4,15,26,3,6,50,1,3,33,6,21,28,2,3,66,0,0,0
398db40015b3c81c,082eba4cd80f736f,3,0,5,12,41,10,17,58,0,0,0,1,0,0,4,10,40,1,1,100,0,1,0,5,12,41,0,0,0,0,0,0
398db40015b3c81c,e1d40e8782d80bc2,1,0,10,24,41,17,36,47,1,1,100,0,0,139,4,14,28,3,7,42,3,3,100,7,21,33,2,2,100,1,1,100
398db40015b3c81c,e1d40e8782d80bc2,2,0,10,22,45,27,46,58,1,3,33,0,0,138,5,14,35,3,5,60,2,3,66,10,22,45,0,0,0,0,0,0
398db40015b3c81c,e1d40e8782d80bc2,3,0,12,24,50,25,39,64,1,1,100,0,0,207,5,15,33,4,6,66,3,3,100,10,19,52,0,1,0,2,4,50
39c4ae4624052f9f,45f7cb591c3ab00b,1,0,5,10,50,38,53,71,3,3,100,0,0,202,3,8,37,1,1,100,1,1,100,3,8,37,1,1,100,1,1,100
39c4ae4624052f9f,45f7cb591c3ab00b,2,0,8,11,72,51,66,77,1,1,100,0,0,271,5,8,62,0,0,0,3,3,100,3,4,75,0,0,0,5,7,71
39c4ae4624052f9f,45f7cb591c3ab00b,3,0,1,3,33,8,11,72,1,1,100,3,0,73,0,0,0,0,1,0,1,2,50,1,3,33,0,0,0,0,0,0
39c4ae4624052f9f,8c0580d4fff106c1,1,0,13,21,61,16,24,66,0,0,0,0,1,19,6,14,42,5,5,100,2,2,100,8,12,66,4,5,80,1,4,25
39c4ae4624052f9f,8c0580d4fff106c1,2,0,2,6,33,2,6,33,0,0,0,0,0,0,0,2,0,0,1,0,2,3,66,2,6,33,0,0,0,0,0,0
39c4ae4624052f9f,8c0580d4fff106c1,3,0,3,5,60,3,5,60,0,0,0,0,0,0,1,3,33,2,2,100,0,0,0,3,5,60,0,0,0,0,0,0
39d188fa9b95d550,6d4b63c767106d3a,1,0,25,33,75,41,49,83,0,0,0,1,0,123,15,22,68,10,11,90,0,0,0,16,23,69,9,10,90,0,0,0
39d188fa9b95d550,effd9de9937996f8,1,0,18,40,45,21,43,48,0,1,0,0,0,22,7,27,25,10,12,83,1,1,100,8,28,28,10,12,83,0,0,0
39dccca8e8083072,6bd02119599741a4,1,0,19,25,76,19,25,76,0,0,0,0,0,0,0,3,0,0,0,0,19,22,86,19,25,76,0,0,0,0,0,0
39dccca8e8083072,6bd02119599741a4,2,0,7,16,43,7,16,43,0,0,0,0,0,0,0,6,0,0,2,0,7,8,87,7,16,43,0,0,0,0,0,0
39dccca8e8083072,b50a426a33da0012,1,0,15,26,57,15,26,57,0,0,0,0,0,0,7,13,53,5,10,50,3,3,100,15,26,57,0,0,0,0,0,0
39dccca8e8083072,b50a426a33da0012,2,0,10,21,47,10,21,47,0,0,0,0,0,0,7,17,41,3,4,75,0,0,0,10,21,47,0,0,0,0,0,0
39fa341fb9161d6f,6bd02119599741a4,1,1,25,47,53,28,51,54,0,1,0,0,0,21,16,36,44,3,3,100,6,8,75,18,38,47,1,2,50,6,7,85
39fa341fb9161d6f,d8c7c61b176e3994,1,0,21,60,35,21,60,35,0,0,0,0,0,4,19,50,38,1,6,16,1,4,25,20,59,33,0,0,0,1,1,100
3a38b0b566f3045d,06a80a685ea98573,1,0,19,36,52,21,38,55,0,4,0,0,1,12,15,32,46,1,1,100,3,3,100,17,31,54,0,3,0,2,2,100
3a38b0b566f3045d,06a80a685ea98573,2,0,21,61,34,21,61,34,0,3,0,0,0,0,9,42,21,3,10,30,9,9,100,21,61,34,0,0,0,0,0,0
3a38b0b566f3045d,06a80a685ea98573,3,0,41,79,51,43,81,53,1,2,50,0,0,6,25,60,41,10,13,76,6,6,100,36,72,50,1,1,100,4,6,66
3a38b0b566f3045d,5f6f049d54728e88,1,0,33,73,45,34,75,45,0,0,0,0,0,48,19,50,38,13,22,59,1,1,100,31,71,43,2,2,100,0,0,0
3a38b0b566f3045d,5f6f049d54728e88,2,0,35,97,36,35,97,36,0,0,0,0,0,0,24,76,31,9,19,47,2,2,100,35,95,36,0,2,0,0,0,0
3a38b0b566f3045d,5f6f049d54728e88,3,0,55,129,42,55,129,42,0,0,0,0,0,0,35,100,35,14,23,60,6,6,100,53,127,41,2,2,100,0,0,0
3a3ac7b3987f6799,3df5493bb279226f,1,0,7,17,41,7,17,41,0,0,0,0,0,0,4,12,33,0,2,0,3,3,100,7,17,41,0,0,0,0,0,0
3a3ac7b3987f6799,6a1901c62ab3870f,1,0,3,9,33,3,9,33,0,1,0,1,0,38,0,3,0,1,1,100,2,5,40,3,9,33,0,0,0,0,0,0
3a42dd84680f444b,57b10fca4f9c9a7a,1,0,30,40,75,39,53,73,0,0,0,0,1,104,25,35,71,4,4,100,1,1,100,1,1,100,5,5,100,24,34,70
3a42dd84680f444b,57b10fca4f9c9a7a,2,0,6,9,66,13,16,81,0,2,0,0,0,82,2,5,40,2,2,100,2,2,100,2,3,66,4,4,100,0,2,0
3a42dd84680f444b,fd55393021a8c255,1,0,2,2,100,3,3,100,1,4,25,0,0,134,2,2,100,0,0,0,0,0,0,1,1,100,0,0,0,1,1,100
3a42dd84680f444b,fd55393021a8c255,2,0,9,9,100,17,17,100,1,1,100,1,0,149,8,8,100,1,1,100,0,0,0,0,0,0,1,1,100,8,8,100
3a4e2dffcdd1c838,1091d4d957141094,1,0,21,49,42,25,54,46,1,3,33,0,0,104,9,29,31,10,18,55,2,2,100,21,49,42,0,0,0,0,0,0
3a4e2dffcdd1c838,1091d4d957141094,2,0,16,52,30,17,53,32,0,1,0,0,0,0,7,39,17,5,9,55,4,4,100,14,48,29,2,4,50,0,0,0
3a4e2dffcdd1c838,1091d4d957141094,3,0,10,19,52,16,25,64,0,2,0,0,0,0,2,10,20,7,7,100,1,2,50,10,19,52,0,0,0,0,0,0
3a4e2dffcdd1c838,d802174b0c0c1f4e,1,0,11,35,31,18,42,42,0,2,0,0,0,14,10,32,31,1,3,33,0,0,0,10,34,29,1,1,100,0,0,0
3a4e2dffcdd1c838,d802174b0c0c1f4e,2,0,19,37,51,32,50,64,1,2,50,0,0,125,17,34,50,2,3,66,0,0,0,14,32,43,1,1,100,4,4,100
3a4e2dffcdd1c838,d802174b0c0c1f4e,3,0,13,20,65,39,51,76,2,5,40,0,0,220,10,17,58,1,1,100,2,2,100,5,10,50,0,0,0,8,10,80
3a81276a9641c6a1,01641ba5df0c69b0,1,0,30,60,50,35,68,51,1,1,100,0,0,152,18,47,38,3,3,100,9,10,90,26,48,54,0,1,0,4,11,36
3a81276a9641c6a1,01641ba5df0c69b0,2,0,9,31,29,12,35,34,2,4,50,1,0,107,9,30,30,0,1,0,0,0,0,6,23,26,3,8,37,0,0,0
3a81276a9641c6a1,9d19d9e4aa2662e8,1,0,16,47,34,22,55,40,0,1,0,0,0,21,11,41,26,1,1,100,4,5,80,15,45,33,1,2,50,0,0,0
3a81276a9641c6a1,9d19d9e4aa2662e8,2,1,37,66,56,42,73,57,0,0,0,0,0,66,30,55,54,6,10,60,1,1,100,10,31,32,24,31,77,3,4,75
3a8af8ee23444b72,92a9aa9c93192871,1,0,2,11,18,53,80,66,2,2,100,1,0,212,2,10,20,0,0,0,0,1,0,2,11,18,0,0,0,0,0,0
3a8af8ee23444b72,92a9aa9c93192871,2,0,7,16,43,28,43,65,3,5,60,0,1,169,4,13,30,3,3,100,0,0,0,7,15,46,0,1,0,0,0,0
3a8af8ee23444b72,92a9aa9c93192871,3,0,2,6,33,14,23,60,0,1,0,1,0,108,2,6,33,0,0,0,0,0,0,2,6,33,0,0,0,0,0,0
3a8af8ee23444b72,d31cbcdd7d69536d,1,0,4,13,30,11,25,44,1,1,100,0,0,37,2,11,18,0,0,0,2,2,100,4,13,30,0,0,0,0,0,0
3a8af8ee23444b72,d31cbcdd7d69536d,2,0,9,29,31,32,53,60,1,1,100,0,1,44,7,26,26,1,2,50,1,1,100,9,28,32,0,0,0,0,1,0
3a8af8ee23444b72,d31cbcdd7d69536d,3,0,2,8,25,2,8,25,0,0,0,0,0,8,2,8,25,0,0,0,0,0,0,2,8,25,0,0,0,0,0,0
3a8c0158d910546d,40093d1d2d78394e,1,0,34,73,46,39,78,50,0,0,0,0,0,7,14,49,28,5,9,55,15,15,100,34,72,47,0,1,0,0,0,0
3a8c0158d910546d,40093d1d2d78394e,2,0,9,24,37,24,39,61,0,0,0,1,1,26,4,17,23,0,1,0,5,6,83,7,21,33,0,0,0,2,3,66
3a8c0158d910546d,40093d1d2d78394e,3,0,3,10,30,8,15,53,0,0,0,0,0,129,3,10,30,0,0,0,0,0,0,1,6,16,1,1,100,1,3,33
